date,gpu_name,flipkart_price,flipkart_rating,flipkart_reviews,amazon_price,amazon_rating,amazon_reviews,aliexpress_price,aliexpress_rating,aliexpress_reviews,price_diff_amazon,price_diff_aliexpress,average_rating,discount_flag,units_sold,revenue
2025-01-09,NVIDIA RTX 3070,25640,4.5,1518,91220,4.5,705,41649,3.9,346,-65580,-16009,4.3,1,363,9307320
2025-01-09,NVIDIA RTX 3080,53480,4.5,1053,86490,5.0,1644,73133,4.4,169,-33010,-19653,4.633333333333334,1,191,10214680
2025-01-09,AMD RX 6600,63521,4.1,1129,45908,4.6,1988,80607,4.9,826,17613,-17086,4.533333333333333,0,1,63521
2025-01-09,AMD RX 6700 XT,68414,3.7,1976,82721,4.5,1598,44091,4.8,1038,-14307,24323,4.333333333333333,0,108,7388712
2025-01-09,NVIDIA RTX 4060,63681,4.4,548,85109,3.7,1228,58368,5.0,832,-21428,5313,4.366666666666667,0,122,7769082
2025-01-09,AMD RX 7900 XTX,43424,3.7,1631,39842,3.5,1364,91741,3.8,1948,3582,-48317,3.6666666666666665,0,19,825056
2025-01-08,NVIDIA RTX 3060,74377,4.6,1969,54536,4.0,768,94019,4.3,457,19841,-19642,4.3,0,1,74377
2025-01-08,NVIDIA RTX 3070,88115,4.7,1790,34194,4.5,1294,44726,4.5,1253,53921,43389,4.566666666666666,0,1,88115
2025-01-08,NVIDIA RTX 3080,52654,4.5,1320,92819,4.7,1671,70235,4.6,1711,-40165,-17581,4.6,1,238,12531652
2025-01-08,AMD RX 6600,37034,4.2,1541,60031,3.5,1202,42635,4.7,1448,-22997,-5601,4.133333333333334,1,127,4703318
2025-01-08,AMD RX 6700 XT,70058,4.9,329,85933,4.5,278,64932,3.6,1818,-15875,5126,4.333333333333333,0,104,7286032
2025-01-08,NVIDIA RTX 4060,34580,4.9,514,92312,3.8,750,88489,4.9,1340,-57732,-53909,4.533333333333333,1,325,11238500
2025-01-08,AMD RX 7900 XTX,42988,4.0,1165,89509,4.9,839,50360,4.6,1138,-46521,-7372,4.5,1,268,11520784
2025-01-07,NVIDIA RTX 3060,80864,4.5,1568,75319,4.6,975,92992,3.7,763,5545,-12128,4.266666666666667,0,12,970368
2025-01-07,NVIDIA RTX 3070,86815,4.8,1012,73611,4.1,682,72413,4.4,926,13204,14402,4.433333333333333,0,1,86815
2025-01-07,NVIDIA RTX 3080,33006,3.7,950,70087,4.0,1012,31224,3.5,1600,-37081,1782,3.733333333333333,0,209,6898254
2025-01-07,AMD RX 6600,86492,3.6,1046,35247,4.6,1009,44761,3.6,317,51245,41731,3.933333333333333,0,1,86492
2025-01-07,AMD RX 6700 XT,68317,3.5,621,80098,3.9,1750,93026,4.2,1656,-11781,-24709,3.866666666666667,1,98,6695066
2025-01-07,NVIDIA RTX 4060,24180,4.4,192,83520,4.8,385,54285,3.7,1903,-59340,-30105,4.3,1,347,8390460
2025-01-07,AMD RX 7900 XTX,80356,4.6,1208,34458,3.8,1072,50771,4.8,1647,45898,29585,4.3999999999999995,0,1,80356
2025-01-06,NVIDIA RTX 3060,30462,5.0,1066,93599,3.6,1309,77584,3.6,612,-63137,-47122,4.066666666666666,1,355,10814010
2025-01-06,NVIDIA RTX 3070,28510,4.1,1674,71977,3.5,1408,37310,4.8,249,-43467,-8800,4.133333333333333,1,268,7640680
2025-01-06,NVIDIA RTX 3080,45005,5.0,1422,61220,3.8,1046,82938,4.4,1821,-16215,-37933,4.4,1,104,4680520
2025-01-06,AMD RX 6600,80164,5.0,883,41579,3.8,881,27286,4.0,1530,38585,52878,4.266666666666667,0,1,80164
2025-01-06,AMD RX 6700 XT,83882,4.1,1498,64477,4.2,1785,84011,3.7,1405,19405,-129,4.0,0,1,83882
2025-01-06,NVIDIA RTX 4060,44784,4.8,342,66376,4.0,1245,49782,3.9,996,-21592,-4998,4.233333333333333,1,154,6896736
2025-01-06,AMD RX 7900 XTX,49793,4.1,360,84584,3.5,105,61345,3.8,431,-34791,-11552,3.7999999999999994,1,203,10107979
2025-01-05,NVIDIA RTX 3060,51216,4.6,711,44339,4.0,1411,83222,4.7,493,6877,-32006,4.433333333333334,0,9,460944
2025-01-05,NVIDIA RTX 3070,88203,4.6,968,84953,4.5,1928,38042,3.5,1469,3250,50161,4.2,0,1,88203
2025-01-05,NVIDIA RTX 3080,94828,4.7,606,63124,3.8,1957,36276,3.5,387,31704,58552,4.0,0,1,94828
2025-01-05,AMD RX 6600,85210,3.7,486,54312,3.7,667,25631,4.7,1263,30898,59579,4.033333333333334,0,1,85210
2025-01-05,AMD RX 6700 XT,37053,4.7,958,87171,4.4,840,34223,3.8,1594,-50118,2830,4.300000000000001,0,264,9781992
2025-01-05,NVIDIA RTX 4060,26021,3.8,306,89611,4.2,628,95290,3.8,524,-63590,-69269,3.9333333333333336,1,354,9211434
2025-01-05,AMD RX 7900 XTX,30057,4.4,1540,90082,4.7,864,88195,4.0,1366,-60025,-58138,4.366666666666667,1,316,9498012
2025-01-04,NVIDIA RTX 3060,30384,4.6,923,93889,3.5,631,40621,4.2,1380,-63505,-10237,4.1000000000000005,1,365,11090160
2025-01-04,NVIDIA RTX 3070,81454,4.3,1644,48108,3.6,754,71878,4.4,360,33346,9576,4.1000000000000005,0,1,81454
2025-01-04,NVIDIA RTX 3080,30545,4.3,692,88108,3.7,434,92239,3.7,1121,-57563,-61694,3.9,1,308,9407860
2025-01-04,AMD RX 6600,58684,4.4,1282,31165,4.0,1403,52642,4.4,777,27519,6042,4.266666666666667,0,1,58684
2025-01-04,AMD RX 6700 XT,65970,4.0,393,69058,3.9,1184,26789,4.7,693,-3088,39181,4.2,0,49,3232530
2025-01-04,NVIDIA RTX 4060,92131,4.1,663,36278,3.8,1386,58147,4.6,239,55853,33984,4.166666666666667,0,1,92131
2025-01-04,AMD RX 7900 XTX,34549,4.9,1901,46792,4.4,442,45050,3.6,1278,-12243,-10501,4.3,1,99,3420351
2025-01-03,NVIDIA RTX 3060,50083,4.5,1238,66874,4.7,1502,57881,4.9,1124,-16791,-7798,4.7,1,113,5659379
2025-01-03,NVIDIA RTX 3070,87346,5.0,1417,63685,4.5,1509,66195,4.4,1218,23661,21151,4.633333333333334,0,1,87346
2025-01-03,NVIDIA RTX 3080,76254,4.0,952,70301,4.3,820,41306,4.2,1978,5953,34948,4.166666666666667,0,2,152508
2025-01-03,AMD RX 6600,76733,3.9,476,40942,3.7,676,61829,3.5,792,35791,14904,3.6999999999999997,0,1,76733
2025-01-03,AMD RX 6700 XT,86039,4.8,715,74863,4.1,1986,79371,3.8,1918,11176,6668,4.233333333333333,0,1,86039
2025-01-03,NVIDIA RTX 4060,44713,4.9,1251,44207,3.8,1130,30925,3.8,1772,506,13788,4.166666666666667,0,48,2146224
2025-01-03,AMD RX 7900 XTX,79502,4.3,374,52524,4.7,1244,70636,4.9,227,26978,8866,4.633333333333334,0,1,79502
2025-01-02,NVIDIA RTX 3060,74899,3.9,776,95256,4.6,1538,56925,3.6,1254,-20357,17974,4.033333333333333,0,131,9811769
2025-01-02,NVIDIA RTX 3070,36047,4.8,289,40355,4.2,256,29467,5.0,952,-4308,6580,4.666666666666667,0,64,2307008
2025-01-02,NVIDIA RTX 3080,47388,3.9,1479,38353,4.9,1082,37080,4.2,365,9035,10308,4.333333333333333,0,1,47388
2025-01-02,AMD RX 6600,27779,3.8,1659,70192,4.5,384,63381,3.6,172,-42413,-35602,3.966666666666667,1,253,7028087
2025-01-02,AMD RX 6700 XT,54371,3.8,1957,84820,4.3,800,91247,3.8,817,-30449,-36876,3.9666666666666663,1,186,10113006
2025-01-02,NVIDIA RTX 4060,68125,4.9,131,50386,4.0,1624,82471,4.0,1840,17739,-14346,4.3,0,1,68125
2025-01-02,AMD RX 7900 XTX,51318,4.9,340,39365,3.7,1521,52027,4.9,153,11953,-709,4.500000000000001,0,1,51318
2025-01-01,NVIDIA RTX 3060,86760,4.5,1541,46295,3.8,356,52088,4.4,876,40465,34672,4.233333333333333,0,1,86760
2025-01-01,NVIDIA RTX 3070,52054,4.9,1230,50570,5.0,970,28897,4.2,892,1484,23157,4.7,0,44,2290376
2025-01-01,NVIDIA RTX 3080,66472,4.1,1192,37279,3.5,1091,77141,3.7,1536,29193,-10669,3.766666666666667,0,1,66472
2025-01-01,AMD RX 6600,71614,3.9,1150,78872,3.8,167,82446,3.7,996,-7258,-10832,3.7999999999999994,1,55,3938770
2025-01-01,AMD RX 6700 XT,90996,3.6,1579,94161,3.6,343,42508,5.0,853,-3165,48488,4.066666666666666,0,56,5095776
2025-01-01,NVIDIA RTX 4060,86160,4.9,859,55516,3.6,1467,69695,4.0,1980,30644,16465,4.166666666666667,0,1,86160
2025-01-01,AMD RX 7900 XTX,66405,3.6,1869,24136,4.7,1984,31543,3.8,1305,42269,34862,4.033333333333334,0,1,66405
2024-12-31,NVIDIA RTX 3060,52197,3.5,1233,53735,4.9,478,25177,4.1,1641,-1538,27020,4.166666666666667,0,48,2505456
2024-12-31,NVIDIA RTX 3070,79150,3.7,775,68315,3.6,1832,28122,4.8,611,10835,51028,4.033333333333334,0,1,79150
2024-12-31,NVIDIA RTX 3080,55260,4.4,603,63105,4.0,428,30082,3.6,998,-7845,25178,4.0,0,85,4697100
2024-12-31,AMD RX 6600,91954,4.5,1502,93587,4.4,1134,47985,3.6,816,-1633,43969,4.166666666666667,0,53,4873562
2024-12-31,AMD RX 6700 XT,68353,4.6,1100,31768,4.7,1663,56408,3.7,914,36585,11945,4.333333333333333,0,1,68353
2024-12-31,NVIDIA RTX 4060,90078,3.8,1728,28164,3.8,492,90130,3.7,257,61914,-52,3.766666666666667,0,1,90078
2024-12-31,AMD RX 7900 XTX,69546,3.7,1219,60350,4.9,1200,34060,4.9,521,9196,35486,4.500000000000001,0,1,69546
2024-12-30,NVIDIA RTX 3060,87511,4.9,1210,28509,3.6,538,92648,4.6,831,59002,-5137,4.366666666666666,0,1,87511
2024-12-30,NVIDIA RTX 3070,33990,3.6,1834,93882,4.2,1529,54506,4.6,851,-59892,-20516,4.133333333333334,1,349,11862510
2024-12-30,NVIDIA RTX 3080,37216,3.6,113,49865,4.5,319,65716,3.9,1928,-12649,-28500,4.0,1,90,3349440
2024-12-30,AMD RX 6600,77179,4.8,573,48610,5.0,968,59678,4.5,1131,28569,17501,4.766666666666667,0,1,77179
2024-12-30,AMD RX 6700 XT,36701,3.7,547,54297,3.8,331,36123,4.0,941,-17596,578,3.8333333333333335,0,116,4257316
2024-12-30,NVIDIA RTX 4060,92022,4.1,1365,64205,4.2,1164,88019,3.6,1967,27817,4003,3.966666666666667,0,1,92022
2024-12-30,AMD RX 7900 XTX,90734,4.2,113,43875,4.6,1543,44241,3.8,1619,46859,46493,4.2,0,1,90734
2024-12-29,NVIDIA RTX 3060,96277,4.1,134,64348,4.6,268,50630,4.1,1771,31929,45647,4.266666666666667,0,1,96277
2024-12-29,NVIDIA RTX 3070,97307,3.9,687,69050,3.7,680,40900,5.0,1530,28257,56407,4.2,0,1,97307
2024-12-29,NVIDIA RTX 3080,28360,4.7,1480,86810,4.6,1507,85032,4.6,333,-58450,-56672,4.633333333333334,1,325,9217000
2024-12-29,AMD RX 6600,79904,3.7,297,82040,4.3,695,28877,4.8,653,-2136,51027,4.266666666666667,0,36,2876544
2024-12-29,AMD RX 6700 XT,91951,3.9,1369,79639,4.8,1932,63251,4.1,1794,12312,28700,4.266666666666667,0,1,91951
2024-12-29,NVIDIA RTX 4060,93070,4.7,647,89910,4.1,126,33563,3.9,1348,3160,59507,4.233333333333333,0,9,837630
2024-12-29,AMD RX 7900 XTX,74669,4.1,931,91946,3.7,997,76380,3.5,883,-17277,-1711,3.766666666666667,1,119,8885611
2024-12-28,NVIDIA RTX 3060,86789,3.9,1527,95900,4.5,344,76055,3.6,521,-9111,10734,4.0,0,75,6509175
2024-12-28,NVIDIA RTX 3070,54060,4.5,1836,44025,4.1,1309,73229,4.5,1190,10035,-19169,4.366666666666666,0,1,54060
2024-12-28,NVIDIA RTX 3080,37921,5.0,1430,36714,3.6,507,34259,4.0,1209,1207,3662,4.2,0,28,1061788
2024-12-28,AMD RX 6600,26917,4.1,872,68025,4.4,927,67799,4.9,1645,-41108,-40882,4.466666666666667,1,250,6729250
2024-12-28,AMD RX 6700 XT,84849,4.5,1539,39997,4.8,1585,68218,4.7,1310,44852,16631,4.666666666666667,0,1,84849
2024-12-28,NVIDIA RTX 4060,45140,4.2,988,89700,4.6,1668,50606,4.0,1798,-44560,-5466,4.266666666666667,1,251,11330140
2024-12-28,AMD RX 7900 XTX,70055,5.0,295,63053,4.9,829,82397,4.7,1606,7002,-12342,4.866666666666667,0,1,70055
2024-12-27,NVIDIA RTX 3060,91574,3.8,1945,89828,4.4,928,30380,4.3,1577,1746,61194,4.166666666666667,0,40,3662960
2024-12-27,NVIDIA RTX 3070,86544,3.6,252,89697,3.9,1672,64052,4.2,1272,-3153,22492,3.9,0,53,4586832
2024-12-27,NVIDIA RTX 3080,63197,4.3,167,82474,3.7,1102,92144,3.7,880,-19277,-28947,3.9,1,120,7583640
2024-12-27,AMD RX 6600,48084,3.5,524,89068,4.4,375,85205,3.7,131,-40984,-37121,3.866666666666667,1,253,12165252
2024-12-27,AMD RX 6700 XT,46737,4.7,257,26710,4.6,1800,64382,4.9,275,20027,-17645,4.733333333333333,0,1,46737
2024-12-27,NVIDIA RTX 4060,62556,4.3,1260,35022,4.5,466,59205,3.9,1269,27534,3351,4.233333333333333,0,1,62556
2024-12-27,AMD RX 7900 XTX,78553,4.8,779,77104,4.5,412,74037,4.4,840,1449,4516,4.566666666666667,0,18,1413954
2024-12-26,NVIDIA RTX 3060,73457,4.7,1511,66777,4.4,1656,62625,3.9,1437,6680,10832,4.333333333333334,0,2,146914
2024-12-26,NVIDIA RTX 3070,36381,4.6,808,37444,4.6,1671,24635,4.0,1453,-1063,11746,4.3999999999999995,0,52,1891812
2024-12-26,NVIDIA RTX 3080,29838,4.2,1817,90329,3.8,1455,66238,4.8,1008,-60491,-36400,4.266666666666667,1,349,10413462
2024-12-26,AMD RX 6600,34753,4.4,1357,91276,4.3,1210,82791,4.2,1055,-56523,-48038,4.3,1,314,10912442
2024-12-26,AMD RX 6700 XT,76669,3.5,659,71466,4.3,1664,29788,4.2,1829,5203,46881,4.0,0,1,76669
2024-12-26,NVIDIA RTX 4060,85073,3.8,1232,29666,4.8,343,53900,3.6,262,55407,31173,4.066666666666666,0,1,85073
2024-12-26,AMD RX 7900 XTX,74744,3.8,1299,75970,4.0,870,63233,4.3,231,-1226,11511,4.033333333333333,0,53,3961432
2024-12-25,NVIDIA RTX 3060,72518,4.7,704,83771,3.6,462,81201,3.9,1711,-11253,-8683,4.066666666666667,1,102,7396836
2024-12-25,NVIDIA RTX 3070,60143,3.6,648,67504,3.7,982,60320,4.8,360,-7361,-177,4.033333333333334,1,58,3488294
2024-12-25,NVIDIA RTX 3080,45326,4.6,1398,42186,4.6,1098,56971,3.8,1884,3140,-11645,4.333333333333333,0,4,181304
2024-12-25,AMD RX 6600,45412,4.0,318,40996,4.5,1451,30404,3.7,178,4416,15008,4.066666666666666,0,7,317884
2024-12-25,AMD RX 6700 XT,34037,4.9,1010,87478,4.3,420,51756,4.3,1001,-53441,-17719,4.5,1,320,10891840
2024-12-25,NVIDIA RTX 4060,71384,3.7,278,88868,4.1,1113,63936,4.3,566,-17484,7448,4.033333333333333,0,112,7995008
2024-12-25,AMD RX 7900 XTX,50091,4.2,1236,76571,4.5,1669,35823,5.0,627,-26480,14268,4.566666666666666,0,157,7864287
2024-12-24,NVIDIA RTX 3060,92508,3.7,283,61906,3.6,1309,29669,4.8,1839,30602,62839,4.033333333333334,0,1,92508
2024-12-24,NVIDIA RTX 3070,72928,3.6,1324,28963,4.8,814,72739,4.6,1329,43965,189,4.333333333333333,0,1,72928
2024-12-24,NVIDIA RTX 3080,67678,3.5,947,30646,4.0,299,55626,3.7,1138,37032,12052,3.733333333333333,0,1,67678
2024-12-24,AMD RX 6600,73522,4.6,1245,80945,5.0,943,81098,4.3,585,-7423,-7576,4.633333333333333,1,60,4411320
2024-12-24,AMD RX 6700 XT,58501,4.3,1503,68503,4.5,607,51412,4.4,1798,-10002,7089,4.4,0,93,5440593
2024-12-24,NVIDIA RTX 4060,73291,3.7,716,58061,4.0,273,77105,4.5,1893,15230,-3814,4.066666666666666,0,1,73291
2024-12-24,AMD RX 7900 XTX,61219,3.7,442,33082,3.7,447,60276,3.5,1343,28137,943,3.6333333333333333,0,1,61219
2024-12-23,NVIDIA RTX 3060,81233,4.1,1091,28993,4.0,1043,71967,5.0,1937,52240,9266,4.366666666666666,0,1,81233
2024-12-23,NVIDIA RTX 3070,35040,3.9,605,82027,4.3,962,74969,4.9,702,-46987,-39929,4.366666666666666,1,275,9636000
2024-12-23,NVIDIA RTX 3080,91849,4.4,1037,57113,4.5,1304,27396,4.1,695,34736,64453,4.333333333333333,0,1,91849
2024-12-23,AMD RX 6600,37130,4.0,910,27506,4.1,899,46512,3.5,1347,9624,-9382,3.8666666666666667,0,1,37130
2024-12-23,AMD RX 6700 XT,70624,4.1,1865,68950,3.6,1100,52283,4.3,1699,1674,18341,4.0,0,32,2259968
2024-12-23,NVIDIA RTX 4060,68799,4.0,1770,40773,4.5,788,93371,4.6,540,28026,-24572,4.366666666666666,0,1,68799
2024-12-23,AMD RX 7900 XTX,42303,4.0,1523,91225,4.7,1466,76428,3.5,1587,-48922,-34125,4.066666666666666,1,276,11675628
2024-12-22,NVIDIA RTX 3060,52250,4.0,915,67869,4.4,844,44791,4.6,1429,-15619,7459,4.333333333333333,0,98,5120500
2024-12-22,NVIDIA RTX 3070,66217,4.6,1396,80798,4.2,1835,32914,4.9,559,-14581,33303,4.566666666666667,0,101,6687917
2024-12-22,NVIDIA RTX 3080,91074,4.7,767,36261,3.8,643,92699,4.4,1603,54813,-1625,4.3,0,1,91074
2024-12-22,AMD RX 6600,73586,4.7,904,30665,5.0,923,81213,4.6,1835,42921,-7627,4.766666666666667,0,1,73586
2024-12-22,AMD RX 6700 XT,70775,4.9,509,56723,4.6,288,91595,4.4,1450,14052,-20820,4.633333333333334,0,1,70775
2024-12-22,NVIDIA RTX 4060,51167,4.7,155,39264,4.0,237,95002,4.2,651,11903,-43835,4.3,0,1,51167
2024-12-22,AMD RX 7900 XTX,88307,3.8,1733,95500,4.1,811,52274,3.9,599,-7193,36033,3.933333333333333,0,70,6181490
2024-12-21,NVIDIA RTX 3060,65860,3.6,1836,37385,4.7,1133,67072,4.7,841,28475,-1212,4.333333333333333,0,1,65860
2024-12-21,NVIDIA RTX 3070,81140,4.2,1397,64855,4.5,741,55997,4.0,336,16285,25143,4.233333333333333,0,1,81140
2024-12-21,NVIDIA RTX 3080,63674,3.9,415,51618,4.1,1379,57239,4.6,1902,12056,6435,4.2,0,1,63674
2024-12-21,AMD RX 6600,80548,3.6,1324,93262,4.5,1221,78693,3.6,1247,-12714,1855,3.9,0,77,6202196
2024-12-21,AMD RX 6700 XT,89583,4.1,1137,45823,4.4,1157,88901,4.9,1438,43760,682,4.466666666666667,0,1,89583
2024-12-21,NVIDIA RTX 4060,81280,3.6,836,51175,4.2,1453,90416,3.8,1710,30105,-9136,3.866666666666667,0,1,81280
2024-12-21,AMD RX 7900 XTX,34033,4.7,1446,85443,4.9,1191,78781,4.4,1793,-51410,-44748,4.666666666666667,1,301,10243933
2024-12-20,NVIDIA RTX 3060,69893,4.5,190,83486,4.6,222,42824,3.9,1962,-13593,27069,4.333333333333333,0,109,7618337
2024-12-20,NVIDIA RTX 3070,77094,4.9,981,92097,4.0,402,80949,4.4,382,-15003,-3855,4.433333333333334,1,123,9482562
2024-12-20,NVIDIA RTX 3080,35972,3.6,554,54738,4.6,1667,58465,4.0,341,-18766,-22493,4.066666666666666,1,141,5072052
2024-12-20,AMD RX 6600,93184,4.3,1508,64923,4.1,1861,36029,4.1,403,28261,57155,4.166666666666666,0,1,93184
2024-12-20,AMD RX 6700 XT,54622,4.1,1048,35637,3.8,944,91957,4.8,505,18985,-37335,4.233333333333333,0,1,54622
2024-12-20,NVIDIA RTX 4060,88831,4.0,150,59338,4.5,625,49300,3.5,347,29493,39531,4.0,0,1,88831
2024-12-20,AMD RX 7900 XTX,86133,3.9,1985,56274,3.9,407,79027,4.6,1556,29859,7106,4.133333333333333,0,1,86133
2024-12-19,NVIDIA RTX 3060,34203,4.7,1595,47380,3.9,1794,84412,3.7,169,-13177,-50209,4.1000000000000005,1,90,3078270
2024-12-19,NVIDIA RTX 3070,43422,4.0,1032,66505,4.2,993,78743,4.5,249,-23083,-35321,4.233333333333333,1,143,6209346
2024-12-19,NVIDIA RTX 3080,53382,4.2,1075,82613,4.9,513,43569,4.8,1981,-29231,9813,4.633333333333334,0,160,8541120
2024-12-19,AMD RX 6600,38384,4.6,1026,45121,3.7,629,76329,4.0,923,-6737,-37945,4.1000000000000005,1,73,2802032
2024-12-19,AMD RX 6700 XT,64350,4.0,1759,63803,4.3,1419,59477,3.9,789,547,4873,4.066666666666667,0,48,3088800
2024-12-19,NVIDIA RTX 4060,37269,4.8,1427,33453,4.2,140,70969,4.4,320,3816,-33700,4.466666666666667,0,25,931725
2024-12-19,AMD RX 7900 XTX,41881,4.7,1616,29938,4.0,710,28533,4.6,826,11943,13348,4.433333333333333,0,1,41881
2024-12-18,NVIDIA RTX 3060,58197,3.8,427,33667,4.8,1475,84186,4.4,1616,24530,-25989,4.333333333333333,0,1,58197
2024-12-18,NVIDIA RTX 3070,69969,4.1,1046,37087,4.9,1583,81475,4.6,1533,32882,-11506,4.533333333333333,0,1,69969
2024-12-18,NVIDIA RTX 3080,55707,4.4,481,42356,3.7,1604,41145,4.6,1307,13351,14562,4.233333333333333,0,1,55707
2024-12-18,AMD RX 6600,81880,3.5,1357,88556,4.3,1797,89450,3.7,115,-6676,-7570,3.8333333333333335,1,67,5485960
2024-12-18,AMD RX 6700 XT,51545,4.4,896,92908,4.2,284,76000,4.5,876,-41363,-24455,4.366666666666667,1,239,12319255
2024-12-18,NVIDIA RTX 4060,28356,3.8,670,58118,3.7,1752,67592,3.8,1579,-29762,-39236,3.766666666666667,1,166,4707096
2024-12-18,AMD RX 7900 XTX,34929,3.7,1885,65776,4.7,1609,59401,3.8,1110,-30847,-24472,4.066666666666666,1,172,6007788
2024-12-17,NVIDIA RTX 3060,49501,4.0,1037,75043,4.9,546,67105,4.3,1937,-25542,-17604,4.3999999999999995,1,149,7375649
2024-12-17,NVIDIA RTX 3070,39085,4.5,1102,41785,3.8,662,95587,4.3,2000,-2700,-56502,4.2,1,33,1289805
2024-12-17,NVIDIA RTX 3080,96403,4.0,895,82947,3.9,1307,80263,4.0,752,13456,16140,3.966666666666667,0,1,96403
2024-12-17,AMD RX 6600,78259,3.7,820,33347,4.3,1532,46558,3.6,1604,44912,31701,3.8666666666666667,0,1,78259
2024-12-17,AMD RX 6700 XT,87069,3.8,1479,39398,4.3,1072,53140,4.3,1277,47671,33929,4.133333333333333,0,1,87069
2024-12-17,NVIDIA RTX 4060,66019,4.4,1476,56564,4.8,396,64018,4.0,439,9455,2001,4.3999999999999995,0,1,66019
2024-12-17,AMD RX 7900 XTX,42121,3.7,725,73471,4.6,1782,39896,3.9,998,-31350,2225,4.066666666666667,0,184,7750264
2024-12-16,NVIDIA RTX 3060,38827,4.1,389,62564,4.5,1953,52699,3.9,1979,-23737,-13872,4.166666666666667,1,136,5280472
2024-12-16,NVIDIA RTX 3070,92136,4.1,382,31986,4.7,211,60968,4.6,1993,60150,31168,4.466666666666667,0,1,92136
2024-12-16,NVIDIA RTX 3080,75758,3.8,1401,55486,4.3,733,57825,3.9,296,20272,17933,4.0,0,1,75758
2024-12-16,AMD RX 6600,49251,3.8,691,75173,3.7,1875,53634,4.8,1645,-25922,-4383,4.1000000000000005,1,157,7732407
2024-12-16,AMD RX 6700 XT,41920,4.0,1023,56607,4.1,1963,44355,4.4,181,-14687,-2435,4.166666666666667,1,92,3856640
2024-12-16,NVIDIA RTX 4060,31967,4.9,1092,75601,4.0,1784,47630,4.2,1784,-43634,-15663,4.366666666666667,1,237,7576179
2024-12-16,AMD RX 7900 XTX,41493,4.7,1250,55298,3.8,1923,28405,3.8,1269,-13805,13088,4.1000000000000005,0,109,4522737
2024-12-15,NVIDIA RTX 3060,93597,4.2,1502,46596,4.4,1901,83899,4.2,358,47001,9698,4.266666666666667,0,1,93597
2024-12-15,NVIDIA RTX 3070,89855,4.6,1009,75530,3.9,264,83902,4.9,1566,14325,5953,4.466666666666667,0,1,89855
2024-12-15,NVIDIA RTX 3080,87424,3.6,163,90306,4.6,1997,41360,4.8,1110,-2882,46064,4.333333333333333,0,60,5245440
2024-12-15,AMD RX 6600,53297,3.5,560,71486,4.1,1981,57190,4.8,670,-18189,-3893,4.133333333333333,1,103,5489591
2024-12-15,AMD RX 6700 XT,61213,4.7,1258,36472,4.5,1136,40161,4.7,1624,24741,21052,4.633333333333333,0,1,61213
2024-12-15,NVIDIA RTX 4060,91424,4.3,1272,33580,4.1,1593,57113,3.6,420,57844,34311,3.9999999999999996,0,1,91424
2024-12-15,AMD RX 7900 XTX,39163,4.7,1786,68543,4.5,1660,91208,3.9,1391,-29380,-52045,4.366666666666666,1,180,7049340
2024-12-14,NVIDIA RTX 3060,74525,4.7,185,34082,4.5,1390,94724,4.7,1547,40443,-20199,4.633333333333333,0,1,74525
2024-12-14,NVIDIA RTX 3070,84325,3.8,970,85368,3.7,920,63576,4.2,1544,-1043,20749,3.9,0,32,2698400
2024-12-14,NVIDIA RTX 3080,40777,4.6,709,53371,4.0,1279,92928,3.8,1243,-12594,-52151,4.133333333333333,1,93,3792261
2024-12-14,AMD RX 6600,29908,3.9,1865,33685,3.7,1157,31867,4.4,603,-3777,-1959,4.0,1,56,1674848
2024-12-14,AMD RX 6700 XT,36997,4.8,340,43917,4.5,1723,44743,4.1,550,-6920,-7746,4.466666666666667,1,62,2293814
2024-12-14,NVIDIA RTX 4060,54775,4.7,1304,67562,4.2,1605,49820,4.2,1092,-12787,4955,4.366666666666667,0,90,4929750
2024-12-14,AMD RX 7900 XTX,73779,4.4,976,41634,3.8,1314,50593,3.9,506,32145,23186,4.033333333333333,0,1,73779
2024-12-13,NVIDIA RTX 3060,48802,3.7,523,67244,3.8,948,37856,4.8,1634,-18442,10946,4.1000000000000005,0,141,6881082
2024-12-13,NVIDIA RTX 3070,49610,4.4,1190,71672,4.1,872,50100,4.2,1104,-22062,-490,4.233333333333333,1,160,7937600
2024-12-13,NVIDIA RTX 3080,63731,4.3,762,51592,4.9,1990,55150,3.8,956,12139,8581,4.333333333333333,0,1,63731
2024-12-13,AMD RX 6600,62726,4.4,1857,52705,5.0,506,61505,4.1,1295,10021,1221,4.5,0,1,62726
2024-12-13,AMD RX 6700 XT,94989,4.7,377,62056,4.8,201,57988,4.0,1186,32933,37001,4.5,0,1,94989
2024-12-13,NVIDIA RTX 4060,76433,5.0,1875,79626,4.1,632,48059,4.8,1892,-3193,28374,4.633333333333333,0,51,3898083
2024-12-13,AMD RX 7900 XTX,44377,4.8,611,42291,4.9,448,65760,4.2,1731,2086,-21383,4.633333333333333,0,17,754409
2024-12-12,NVIDIA RTX 3060,46995,4.0,606,37496,4.6,991,78304,4.0,1085,9499,-31309,4.2,0,1,46995
2024-12-12,NVIDIA RTX 3070,77481,3.7,1395,86986,4.2,559,61510,3.8,1904,-9505,15971,3.9,0,59,4571379
2024-12-12,NVIDIA RTX 3080,62364,4.1,1025,50186,4.9,1765,63090,5.0,766,12178,-726,4.666666666666667,0,1,62364
2024-12-12,AMD RX 6600,37088,4.7,1674,59249,4.6,882,59852,4.1,460,-22161,-22764,4.466666666666667,1,160,5934080
